,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
406,136,Day,"{""0"": 275, ""1"": 80, ""2"": 9, ""3"": 1}","{""0"": 224, ""1"": 105, ""2"": 33, ""3"": 2, ""4"": 1}","[0.753, 0.219, 0.025, 0.003]","[0.614, 0.288, 0.09, 0.005, 0.003]"
407,136,Evening,"{""0"": 216, ""1"": 89, ""2"": 41, ""3"": 15, ""4"": 3, ""5"": 1}","{""0"": 170, ""1"": 123, ""2"": 49, ""3"": 17, ""4"": 5, ""5"": 1}","[0.592, 0.244, 0.112, 0.041, 0.008, 0.003]","[0.466, 0.337, 0.134, 0.047, 0.014, 0.003]"
408,137,Morning,"{""0"": 302, ""1"": 48, ""2"": 13, ""3"": 2}","{""0"": 328, ""1"": 35, ""2"": 2}","[0.827, 0.132, 0.036, 0.005]","[0.899, 0.096, 0.005]"
409,137,Day,"{""0"": 328, ""1"": 36, ""2"": 1}","{""0"": 331, ""1"": 29, ""2"": 5}","[0.899, 0.099, 0.003]","[0.907, 0.079, 0.014]"
410,137,Evening,"{""0"": 278, ""1"": 72, ""2"": 10, ""3"": 4, ""4"": 1}","{""0"": 238, ""1"": 90, ""2"": 29, ""3"": 7, ""4"": 1}","[0.762, 0.197, 0.027, 0.011, 0.003]","[0.652, 0.247, 0.079, 0.019, 0.003]"
411,138,Morning,"{""0"": 354, ""1"": 10, ""3"": 1, ""2"": 0}","{""0"": 328, ""1"": 37}","[0.97, 0.027, 0.0, 0.003]","[0.899, 0.101]"
412,138,Day,"{""0"": 345, ""1"": 19, ""3"": 1, ""2"": 0}","{""0"": 351, ""1"": 14}","[0.945, 0.052, 0.0, 0.003]","[0.962, 0.038]"
413,138,Evening,"{""0"": 328, ""1"": 35, ""2"": 1, ""3"": 1}","{""0"": 335, ""1"": 27, ""2"": 3}","[0.899, 0.096, 0.003, 0.003]","[0.918, 0.074, 0.008]"
414,139,Morning,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 344, ""1"": 21}","[0.932, 0.066, 0.003]","[0.942, 0.058]"
415,139,Day,"{""0"": 302, ""1"": 56, ""2"": 6, ""3"": 1}","{""0"": 292, ""1"": 61, ""2"": 11, ""3"": 1}","[0.827, 0.153, 0.016, 0.003]","[0.8, 0.167, 0.03, 0.003]"
416,139,Evening,"{""0"": 262, ""1"": 77, ""2"": 22, ""3"": 4}","{""0"": 260, ""1"": 87, ""2"": 14, ""3"": 4}","[0.718, 0.211, 0.06, 0.011]","[0.712, 0.238, 0.038, 0.011]"
417,140,Morning,"{""0"": 339, ""1"": 26}","{""0"": 346, ""1"": 17, ""2"": 2}","[0.929, 0.071]","[0.948, 0.047, 0.005]"
418,140,Day,"{""0"": 331, ""1"": 30, ""2"": 3, ""3"": 1}","{""0"": 332, ""1"": 28, ""2"": 5}","[0.907, 0.082, 0.008, 0.003]","[0.91, 0.077, 0.014]"
419,140,Evening,"{""0"": 306, ""1"": 44, ""2"": 14, ""3"": 1}","{""0"": 285, ""1"": 69, ""2"": 9, ""3"": 2}","[0.838, 0.121, 0.038, 0.003]","[0.781, 0.189, 0.025, 0.005]"
420,141,Morning,"{""0"": 283, ""1"": 74, ""2"": 7, ""3"": 1}","{""0"": 336, ""1"": 29}","[0.775, 0.203, 0.019, 0.003]","[0.921, 0.079]"
421,141,Day,"{""0"": 276, ""1"": 74, ""2"": 11, ""3"": 4}","{""0"": 291, ""1"": 62, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 1}","[0.756, 0.203, 0.03, 0.011]","[0.797, 0.17, 0.025, 0.003, 0.003, 0.003]"
422,141,Evening,"{""0"": 211, ""1"": 112, ""2"": 30, ""3"": 9, ""4"": 2, ""8"": 1, ""5"": 0, ""6"": 0, ""7"": 0}","{""0"": 174, ""1"": 115, ""2"": 53, ""3"": 16, ""4"": 4, ""5"": 2, ""8"": 1, ""6"": 0, ""7"": 0}","[0.578, 0.307, 0.082, 0.025, 0.005, 0.0, 0.0, 0.0, 0.003]","[0.477, 0.315, 0.145, 0.044, 0.011, 0.005, 0.0, 0.0, 0.003]"
423,142,Morning,"{""0"": 299, ""1"": 55, ""2"": 11}","{""0"": 332, ""1"": 31, ""2"": 2}","[0.819, 0.151, 0.03]","[0.91, 0.085, 0.005]"
424,142,Day,"{""0"": 280, ""1"": 62, ""2"": 16, ""3"": 7}","{""0"": 278, ""1"": 56, ""2"": 27, ""3"": 4}","[0.767, 0.17, 0.044, 0.019]","[0.762, 0.153, 0.074, 0.011]"
425,142,Evening,"{""0"": 205, ""1"": 99, ""2"": 46, ""3"": 10, ""4"": 4, ""7"": 1, ""5"": 0, ""6"": 0}","{""0"": 199, ""1"": 98, ""2"": 45, ""3"": 17, ""4"": 6}","[0.562, 0.271, 0.126, 0.027, 0.011, 0.0, 0.0, 0.003]","[0.545, 0.268, 0.123, 0.047, 0.016]"
426,143,Morning,"{""0"": 307, ""1"": 51, ""2"": 6, ""3"": 1}","{""0"": 315, ""1"": 47, ""2"": 3}","[0.841, 0.14, 0.016, 0.003]","[0.863, 0.129, 0.008]"
427,143,Day,"{""0"": 297, ""1"": 60, ""2"": 8}","{""0"": 298, ""1"": 59, ""2"": 8}","[0.814, 0.164, 0.022]","[0.816, 0.162, 0.022]"
428,143,Evening,"{""0"": 256, ""1"": 90, ""2"": 18, ""3"": 1}","{""0"": 254, ""1"": 87, ""2"": 21, ""3"": 3}","[0.701, 0.247, 0.049, 0.003]","[0.696, 0.238, 0.058, 0.008]"
429,144,Morning,"{""0"": 248, ""1"": 85, ""2"": 18, ""3"": 9, ""4"": 4, ""5"": 1}","{""0"": 301, ""1"": 56, ""2"": 8}","[0.679, 0.233, 0.049, 0.025, 0.011, 0.003]","[0.825, 0.153, 0.022]"
430,144,Day,"{""0"": 254, ""1"": 85, ""2"": 19, ""3"": 6, ""4"": 1}","{""0"": 264, ""1"": 79, ""2"": 18, ""3"": 3, ""4"": 1}","[0.696, 0.233, 0.052, 0.016, 0.003]","[0.723, 0.216, 0.049, 0.008, 0.003]"
431,144,Evening,"{""0"": 176, ""1"": 118, ""2"": 44, ""3"": 22, ""4"": 2, ""5"": 2, ""6"": 1}","{""0"": 158, ""1"": 94, ""2"": 61, ""3"": 35, ""4"": 13, ""5"": 4}","[0.482, 0.323, 0.121, 0.06, 0.005, 0.005, 0.003]","[0.433, 0.258, 0.167, 0.096, 0.036, 0.011]"
432,145,Morning,"{""0"": 194, ""1"": 117, ""2"": 38, ""3"": 10, ""4"": 5, ""5"": 1}","{""0"": 283, ""1"": 71, ""2"": 10, ""3"": 1}","[0.532, 0.321, 0.104, 0.027, 0.014, 0.003]","[0.775, 0.195, 0.027, 0.003]"
433,145,Day,"{""0"": 182, ""1"": 110, ""2"": 37, ""3"": 24, ""4"": 10, ""6"": 2, ""5"": 0}","{""0"": 191, ""1"": 99, ""2"": 47, ""3"": 20, ""4"": 6, ""5"": 1, ""6"": 1}","[0.499, 0.301, 0.101, 0.066, 0.027, 0.0, 0.005]","[0.523, 0.271, 0.129, 0.055, 0.016, 0.003, 0.003]"
434,145,Evening,"{""0"": 108, ""1"": 111, ""2"": 63, ""3"": 37, ""4"": 26, ""5"": 12, ""6"": 5, ""7"": 3}","{""0"": 85, ""1"": 97, ""2"": 71, ""3"": 51, ""4"": 29, ""5"": 18, ""6"": 6, ""7"": 3, ""8"": 2, ""9"": 3}","[0.296, 0.304, 0.173, 0.101, 0.071, 0.033, 0.014, 0.008]","[0.233, 0.266, 0.195, 0.14, 0.079, 0.049, 0.016, 0.008, 0.005, 0.008]"
435,146,Morning,"{""0"": 123, ""1"": 87, ""2"": 65, ""3"": 40, ""4"": 24, ""5"": 14, ""6"": 8, ""7"": 2, ""8"": 2}","{""0"": 155, ""1"": 76, ""2"": 67, ""3"": 37, ""4"": 18, ""5"": 6, ""6"": 3, ""7"": 2, ""8"": 1}","[0.337, 0.238, 0.178, 0.11, 0.066, 0.038, 0.022, 0.005, 0.005]","[0.425, 0.208, 0.184, 0.101, 0.049, 0.016, 0.008, 0.005, 0.003]"
436,146,Day,"{""0"": 84, ""1"": 67, ""2"": 64, ""3"": 63, ""4"": 29, ""5"": 24, ""6"": 22, ""7"": 3, ""8"": 5, ""9"": 4}","{""0"": 102, ""1"": 88, ""2"": 79, ""3"": 45, ""4"": 21, ""5"": 17, ""6"": 11, ""7"": 1, ""8"": 1}","[0.23, 0.184, 0.175, 0.173, 0.079, 0.066, 0.06, 0.008, 0.014, 0.011]","[0.279, 0.241, 0.216, 0.123, 0.058, 0.047, 0.03, 0.003, 0.003]"
437,146,Evening,"{""0"": 39, ""1"": 32, ""2"": 48, ""3"": 49, ""4"": 65, ""5"": 50, ""6"": 28, ""7"": 19, ""8"": 11, ""9"": 10, ""10"": 6, ""11"": 3, ""12"": 4, ""13"": 1}","{""0"": 38, ""1"": 36, ""2"": 48, ""3"": 53, ""4"": 58, ""5"": 38, ""6"": 32, ""7"": 27, ""8"": 18, ""9"": 7, ""10"": 3, ""11"": 3, ""12"": 3, ""13"": 1}","[0.107, 0.088, 0.132, 0.134, 0.178, 0.137, 0.077, 0.052, 0.03, 0.027, 0.016, 0.008, 0.011, 0.003]","[0.104, 0.099, 0.132, 0.145, 0.159, 0.104, 0.088, 0.074, 0.049, 0.019, 0.008, 0.008, 0.008, 0.003]"
438,147,Morning,"{""0"": 267, ""1"": 82, ""2"": 12, ""3"": 4}","{""0"": 255, ""1"": 91, ""2"": 15, ""3"": 3, ""4"": 1}","[0.732, 0.225, 0.033, 0.011]","[0.699, 0.249, 0.041, 0.008, 0.003]"
439,147,Day,"{""0"": 200, ""1"": 94, ""2"": 53, ""3"": 11, ""4"": 5, ""5"": 2}","{""0"": 184, ""1"": 127, ""2"": 41, ""3"": 7, ""4"": 5, ""5"": 1}","[0.548, 0.258, 0.145, 0.03, 0.014, 0.005]","[0.504, 0.348, 0.112, 0.019, 0.014, 0.003]"
440,147,Evening,"{""0"": 133, ""1"": 103, ""2"": 85, ""3"": 29, ""4"": 9, ""5"": 4, ""6"": 1, ""7"": 1}","{""0"": 138, ""1"": 103, ""2"": 65, ""3"": 39, ""4"": 10, ""5"": 8, ""6"": 1, ""7"": 1}","[0.364, 0.282, 0.233, 0.079, 0.025, 0.011, 0.003, 0.003]","[0.378, 0.282, 0.178, 0.107, 0.027, 0.022, 0.003, 0.003]"
441,148,Morning,"{""0"": 158, ""1"": 104, ""2"": 56, ""3"": 30, ""4"": 9, ""5"": 4, ""6"": 2, ""7"": 2}","{""0"": 185, ""1"": 104, ""2"": 51, ""3"": 18, ""4"": 6, ""6"": 1, ""5"": 0}","[0.433, 0.285, 0.153, 0.082, 0.025, 0.011, 0.005, 0.005]","[0.507, 0.285, 0.14, 0.049, 0.016, 0.0, 0.003]"
442,148,Day,"{""0"": 109, ""1"": 107, ""2"": 75, ""3"": 40, ""4"": 17, ""5"": 11, ""6"": 4, ""7"": 1, ""9"": 1, ""8"": 0}","{""0"": 133, ""1"": 112, ""2"": 78, ""3"": 26, ""4"": 10, ""5"": 5, ""7"": 1, ""6"": 0}","[0.299, 0.293, 0.205, 0.11, 0.047, 0.03, 0.011, 0.003, 0.0, 0.003]","[0.364, 0.307, 0.214, 0.071, 0.027, 0.014, 0.0, 0.003]"
443,148,Evening,"{""0"": 64, ""1"": 62, ""2"": 75, ""3"": 60, ""4"": 43, ""5"": 30, ""6"": 15, ""7"": 6, ""8"": 5, ""9"": 1, ""10"": 2, ""11"": 1, ""13"": 1, ""12"": 0}","{""0"": 57, ""1"": 60, ""2"": 75, ""3"": 57, ""4"": 45, ""5"": 22, ""6"": 15, ""7"": 20, ""8"": 8, ""9"": 2, ""10"": 3, ""11"": 1}","[0.175, 0.17, 0.205, 0.164, 0.118, 0.082, 0.041, 0.016, 0.014, 0.003, 0.005, 0.003, 0.0, 0.003]","[0.156, 0.164, 0.205, 0.156, 0.123, 0.06, 0.041, 0.055, 0.022, 0.005, 0.008, 0.003]"
444,149,Morning,"{""0"": 255, ""1"": 80, ""2"": 25, ""3"": 5}","{""0"": 241, ""1"": 102, ""2"": 16, ""3"": 6}","[0.699, 0.219, 0.068, 0.014]","[0.66, 0.279, 0.044, 0.016]"
445,149,Day,"{""0"": 191, ""1"": 114, ""2"": 38, ""3"": 15, ""4"": 4, ""5"": 2, ""6"": 1}","{""0"": 203, ""1"": 109, ""2"": 34, ""3"": 13, ""4"": 5, ""6"": 1, ""5"": 0}","[0.523, 0.312, 0.104, 0.041, 0.011, 0.005, 0.003]","[0.556, 0.299, 0.093, 0.036, 0.014, 0.0, 0.003]"
446,149,Evening,"{""0"": 135, ""1"": 116, ""2"": 64, ""3"": 28, ""4"": 19, ""5"": 2, ""6"": 1}","{""0"": 136, ""1"": 115, ""2"": 62, ""3"": 28, ""4"": 19, ""5"": 5}","[0.37, 0.318, 0.175, 0.077, 0.052, 0.005, 0.003]","[0.373, 0.315, 0.17, 0.077, 0.052, 0.014]"
447,150,Morning,"{""0"": 253, ""1"": 80, ""2"": 26, ""3"": 5, ""4"": 1}","{""0"": 283, ""1"": 65, ""2"": 14, ""3"": 3}","[0.693, 0.219, 0.071, 0.014, 0.003]","[0.775, 0.178, 0.038, 0.008]"
448,150,Day,"{""0"": 212, ""1"": 100, ""2"": 35, ""3"": 14, ""4"": 1, ""5"": 3}","{""0"": 219, ""1"": 110, ""2"": 28, ""3"": 7, ""4"": 1}","[0.581, 0.274, 0.096, 0.038, 0.003, 0.008]","[0.6, 0.301, 0.077, 0.019, 0.003]"
449,150,Evening,"{""0"": 149, ""1"": 98, ""2"": 69, ""3"": 29, ""4"": 13, ""5"": 5, ""7"": 2, ""6"": 0}","{""0"": 145, ""1"": 103, ""2"": 58, ""3"": 33, ""4"": 17, ""5"": 5, ""6"": 3, ""8"": 1, ""7"": 0}","[0.408, 0.268, 0.189, 0.079, 0.036, 0.014, 0.0, 0.005]","[0.397, 0.282, 0.159, 0.09, 0.047, 0.014, 0.008, 0.0, 0.003]"
450,151,Morning,"{""0"": 216, ""1"": 102, ""2"": 35, ""3"": 9, ""4"": 3}","{""0"": 288, ""1"": 61, ""2"": 12, ""3"": 3, ""4"": 1}","[0.592, 0.279, 0.096, 0.025, 0.008]","[0.789, 0.167, 0.033, 0.008, 0.003]"
451,151,Day,"{""0"": 201, ""1"": 111, ""2"": 34, ""3"": 15, ""4"": 3, ""5"": 1}","{""0"": 214, ""1"": 102, ""2"": 38, ""3"": 8, ""4"": 3}","[0.551, 0.304, 0.093, 0.041, 0.008, 0.003]","[0.586, 0.279, 0.104, 0.022, 0.008]"
452,151,Evening,"{""0"": 137, ""1"": 118, ""2"": 71, ""3"": 24, ""4"": 12, ""5"": 2, ""6"": 1}","{""0"": 137, ""1"": 122, ""2"": 58, ""3"": 25, ""4"": 15, ""5"": 6, ""6"": 1, ""7"": 1}","[0.375, 0.323, 0.195, 0.066, 0.033, 0.005, 0.003]","[0.375, 0.334, 0.159, 0.068, 0.041, 0.016, 0.003, 0.003]"
453,152,Morning,"{""0"": 225, ""1"": 96, ""2"": 36, ""3"": 7, ""4"": 1}","{""0"": 286, ""1"": 66, ""2"": 9, ""3"": 4}","[0.616, 0.263, 0.099, 0.019, 0.003]","[0.784, 0.181, 0.025, 0.011]"
454,152,Day,"{""0"": 228, ""1"": 82, ""2"": 38, ""3"": 16, ""4"": 1}","{""0"": 205, ""1"": 114, ""2"": 33, ""3"": 11, ""4"": 1, ""5"": 1}","[0.625, 0.225, 0.104, 0.044, 0.003]","[0.562, 0.312, 0.09, 0.03, 0.003, 0.003]"
455,152,Evening,"{""0"": 125, ""1"": 108, ""2"": 71, ""3"": 36, ""4"": 19, ""5"": 6}","{""0"": 113, ""1"": 96, ""2"": 73, ""3"": 49, ""4"": 24, ""5"": 8, ""6"": 2}","[0.342, 0.296, 0.195, 0.099, 0.052, 0.016]","[0.31, 0.263, 0.2, 0.134, 0.066, 0.022, 0.005]"
456,153,Morning,"{""0"": 328, ""1"": 34, ""2"": 3}","{""0"": 260, ""1"": 70, ""2"": 28, ""3"": 4, ""4"": 3}","[0.899, 0.093, 0.008]","[0.712, 0.192, 0.077, 0.011, 0.008]"
457,153,Day,"{""0"": 263, ""1"": 81, ""2"": 19, ""3"": 2}","{""0"": 277, ""1"": 66, ""2"": 20, ""3"": 2}","[0.721, 0.222, 0.052, 0.005]","[0.759, 0.181, 0.055, 0.005]"
458,153,Evening,"{""0"": 214, ""1"": 101, ""2"": 33, ""3"": 12, ""4"": 4, ""5"": 1}","{""0"": 281, ""1"": 67, ""2"": 14, ""3"": 2, ""4"": 1}","[0.586, 0.277, 0.09, 0.033, 0.011, 0.003]","[0.77, 0.184, 0.038, 0.005, 0.003]"
459,154,Morning,"{""0"": 309, ""1"": 42, ""2"": 14}","{""0"": 221, ""1"": 81, ""2"": 40, ""3"": 13, ""4"": 6, ""5"": 4}","[0.847, 0.115, 0.038]","[0.605, 0.222, 0.11, 0.036, 0.016, 0.011]"
460,154,Day,"{""0"": 177, ""1"": 110, ""2"": 51, ""3"": 21, ""4"": 5, ""5"": 1}","{""0"": 195, ""1"": 114, ""2"": 36, ""3"": 15, ""4"": 3, ""5"": 2}","[0.485, 0.301, 0.14, 0.058, 0.014, 0.003]","[0.534, 0.312, 0.099, 0.041, 0.008, 0.005]"
461,154,Evening,"{""0"": 159, ""1"": 91, ""2"": 78, ""3"": 30, ""4"": 4, ""5"": 1, ""6"": 2}","{""0"": 176, ""1"": 121, ""2"": 49, ""3"": 17, ""4"": 1, ""7"": 1, ""5"": 0, ""6"": 0}","[0.436, 0.249, 0.214, 0.082, 0.011, 0.003, 0.005]","[0.482, 0.332, 0.134, 0.047, 0.003, 0.0, 0.0, 0.003]"
462,155,Morning,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 288, ""1"": 67, ""2"": 8, ""3"": 2}","[0.964, 0.033, 0.003]","[0.789, 0.184, 0.022, 0.005]"
463,155,Day,"{""0"": 265, ""1"": 84, ""2"": 12, ""3"": 3, ""4"": 1}","{""0"": 279, ""1"": 65, ""2"": 19, ""3"": 1, ""4"": 1}","[0.726, 0.23, 0.033, 0.008, 0.003]","[0.764, 0.178, 0.052, 0.003, 0.003]"
464,155,Evening,"{""0"": 261, ""1"": 87, ""2"": 15, ""3"": 2}","{""0"": 306, ""1"": 47, ""2"": 10, ""3"": 2}","[0.715, 0.238, 0.041, 0.005]","[0.838, 0.129, 0.027, 0.005]"
465,156,Morning,"{""0"": 316, ""1"": 41, ""2"": 8}","{""0"": 263, ""1"": 70, ""2"": 28, ""3"": 2, ""4"": 2}","[0.866, 0.112, 0.022]","[0.721, 0.192, 0.077, 0.005, 0.005]"
466,156,Day,"{""0"": 295, ""1"": 61, ""2"": 7, ""3"": 2}","{""0"": 287, ""1"": 64, ""2"": 14}","[0.808, 0.167, 0.019, 0.005]","[0.786, 0.175, 0.038]"
467,156,Evening,"{""0"": 219, ""1"": 98, ""2"": 37, ""3"": 7, ""4"": 4}","{""0"": 256, ""1"": 77, ""2"": 22, ""3"": 10}","[0.6, 0.268, 0.101, 0.019, 0.011]","[0.701, 0.211, 0.06, 0.027]"
468,157,Morning,"{""0"": 211, ""1"": 130, ""2"": 20, ""3"": 4}","{""0"": 328, ""1"": 34, ""2"": 2, ""3"": 1}","[0.578, 0.356, 0.055, 0.011]","[0.899, 0.093, 0.005, 0.003]"
469,157,Day,"{""0"": 299, ""1"": 54, ""2"": 8, ""3"": 3, ""4"": 1}","{""0"": 297, ""1"": 57, ""2"": 10, ""4"": 1, ""3"": 0}","[0.819, 0.148, 0.022, 0.008, 0.003]","[0.814, 0.156, 0.027, 0.0, 0.003]"
470,157,Evening,"{""0"": 204, ""1"": 106, ""2"": 47, ""3"": 5, ""4"": 3}","{""0"": 150, ""1"": 136, ""2"": 58, ""3"": 17, ""4"": 3, ""5"": 1}","[0.559, 0.29, 0.129, 0.014, 0.008]","[0.411, 0.373, 0.159, 0.047, 0.008, 0.003]"
471,158,Morning,"{""0"": 319, ""1"": 43, ""2"": 3}","{""0"": 360, ""1"": 5}","[0.874, 0.118, 0.008]","[0.986, 0.014]"
472,158,Day,"{""0"": 328, ""1"": 36, ""2"": 1}","{""0"": 313, ""1"": 46, ""2"": 6}","[0.899, 0.099, 0.003]","[0.858, 0.126, 0.016]"
473,158,Evening,"{""0"": 280, ""1"": 75, ""2"": 8, ""3"": 2}","{""0"": 265, ""1"": 82, ""2"": 14, ""3"": 4}","[0.767, 0.205, 0.022, 0.005]","[0.726, 0.225, 0.038, 0.011]"
474,159,Morning,"{""0"": 212, ""1"": 107, ""2"": 35, ""3"": 9, ""4"": 2}","{""0"": 302, ""1"": 50, ""2"": 11, ""3"": 2}","[0.581, 0.293, 0.096, 0.025, 0.005]","[0.827, 0.137, 0.03, 0.005]"
475,159,Day,"{""0"": 296, ""1"": 55, ""2"": 13, ""3"": 1}","{""0"": 280, ""1"": 67, ""2"": 15, ""3"": 2, ""4"": 1}","[0.811, 0.151, 0.036, 0.003]","[0.767, 0.184, 0.041, 0.005, 0.003]"
476,159,Evening,"{""0"": 200, ""1"": 115, ""2"": 32, ""3"": 13, ""4"": 4, ""5"": 1}","{""0"": 146, ""1"": 110, ""2"": 75, ""3"": 24, ""4"": 8, ""5"": 2}","[0.548, 0.315, 0.088, 0.036, 0.011, 0.003]","[0.4, 0.301, 0.205, 0.066, 0.022, 0.005]"
477,160,Morning,"{""0"": 308, ""1"": 46, ""2"": 11}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.844, 0.126, 0.03]","[0.918, 0.077, 0.005]"
478,160,Day,"{""0"": 337, ""1"": 28}","{""0"": 337, ""1"": 26, ""2"": 2}","[0.923, 0.077]","[0.923, 0.071, 0.005]"
479,160,Evening,"{""0"": 276, ""1"": 76, ""2"": 11, ""3"": 2}","{""0"": 243, ""1"": 86, ""2"": 31, ""3"": 5}","[0.756, 0.208, 0.03, 0.005]","[0.666, 0.236, 0.085, 0.014]"
480,161,Morning,"{""0"": 296, ""1"": 55, ""2"": 11, ""3"": 3}","{""0"": 212, ""1"": 77, ""2"": 58, ""3"": 16, ""4"": 2}","[0.811, 0.151, 0.03, 0.008]","[0.581, 0.211, 0.159, 0.044, 0.005]"
481,161,Day,"{""0"": 269, ""1"": 69, ""2"": 24, ""3"": 2, ""4"": 1}","{""0"": 288, ""1"": 58, ""2"": 16, ""3"": 3}","[0.737, 0.189, 0.066, 0.005, 0.003]","[0.789, 0.159, 0.044, 0.008]"
482,161,Evening,"{""0"": 192, ""1"": 81, ""2"": 55, ""3"": 29, ""4"": 5, ""5"": 2, ""7"": 1, ""6"": 0}","{""0"": 241, ""1"": 85, ""2"": 32, ""3"": 6, ""4"": 1}","[0.526, 0.222, 0.151, 0.079, 0.014, 0.005, 0.0, 0.003]","[0.66, 0.233, 0.088, 0.016, 0.003]"
483,162,Morning,"{""0"": 320, ""1"": 42, ""2"": 2, ""3"": 1}","{""0"": 349, ""1"": 16}","[0.877, 0.115, 0.005, 0.003]","[0.956, 0.044]"
484,162,Day,"{""0"": 312, ""1"": 45, ""2"": 6, ""3"": 2}","{""0"": 292, ""1"": 61, ""2"": 11, ""3"": 1}","[0.855, 0.123, 0.016, 0.005]","[0.8, 0.167, 0.03, 0.003]"
485,162,Evening,"{""0"": 259, ""1"": 76, ""2"": 21, ""3"": 7, ""4"": 1, ""5"": 1}","{""0"": 236, ""1"": 92, ""2"": 28, ""3"": 4, ""4"": 5}","[0.71, 0.208, 0.058, 0.019, 0.003, 0.003]","[0.647, 0.252, 0.077, 0.011, 0.014]"
486,163,Morning,"{""0"": 352, ""1"": 13}","{""0"": 330, ""1"": 31, ""2"": 4}","[0.964, 0.036]","[0.904, 0.085, 0.011]"
487,163,Day,"{""0"": 335, ""1"": 25, ""2"": 5}","{""0"": 341, ""1"": 21, ""2"": 3}","[0.918, 0.068, 0.014]","[0.934, 0.058, 0.008]"
488,163,Evening,"{""0"": 321, ""1"": 39, ""2"": 5}","{""0"": 323, ""1"": 35, ""2"": 4, ""3"": 3}","[0.879, 0.107, 0.014]","[0.885, 0.096, 0.011, 0.008]"
489,164,Morning,"{""0"": 243, ""1"": 85, ""2"": 30, ""3"": 7}","{""0"": 201, ""1"": 138, ""2"": 23, ""3"": 3}","[0.666, 0.233, 0.082, 0.019]","[0.551, 0.378, 0.063, 0.008]"
490,164,Day,"{""0"": 172, ""1"": 115, ""2"": 64, ""3"": 12, ""4"": 1, ""5"": 1}","{""0"": 229, ""1"": 97, ""2"": 28, ""3"": 8, ""4"": 3}","[0.471, 0.315, 0.175, 0.033, 0.003, 0.003]","[0.627, 0.266, 0.077, 0.022, 0.008]"
491,164,Evening,"{""0"": 131, ""1"": 119, ""2"": 69, ""3"": 28, ""4"": 13, ""5"": 4, ""6"": 1}","{""0"": 123, ""1"": 112, ""2"": 78, ""3"": 40, ""4"": 8, ""5"": 3, ""6"": 1}","[0.359, 0.326, 0.189, 0.077, 0.036, 0.011, 0.003]","[0.337, 0.307, 0.214, 0.11, 0.022, 0.008, 0.003]"
492,165,Morning,"{""0"": 284, ""1"": 63, ""2"": 6, ""3"": 2, ""4"": 1, ""6"": 1, ""8"": 1, ""9"": 1, ""10"": 2, ""12"": 1, ""19"": 2, ""21"": 1, ""5"": 0, ""7"": 0, ""11"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0, ""20"": 0}","{""0"": 295, ""1"": 49, ""2"": 10, ""3"": 2, ""5"": 1, ""7"": 1, ""9"": 1, ""11"": 3, ""17"": 1, ""18"": 1, ""20"": 1, ""4"": 0, ""6"": 0, ""8"": 0, ""10"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0, ""19"": 0}","[0.778, 0.173, 0.016, 0.005, 0.003, 0.0, 0.003, 0.0, 0.003, 0.003, 0.005, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.0, 0.003]","[0.808, 0.134, 0.027, 0.005, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.0, 0.003]"
